Name English,Name Arabic
Aura Infinite Real Estate Development L.L.C,اورا إنفينيت للتطوير العقاري ش.ذ.م.م
Aurora Real Estate Development L.L.C,أرورا للتطوير العقاري ش.ذ.م.م
Aurora Spv 1 L.L.C,أرورا اس بي في 1 ش.ذ.م.م
Aurora Spv 2 L.L.C,أرورا اس بي في 2 ش.ذ.م.م
Aurora Spv 3 L.L.C,أرورا اس بي في 3 ش.ذ.م.م
Aurum Estates Real Estate Development L.L.C,اوروم استيتس للتطوير العقاري ش.ذ.م.م
Aurum Land Real Estate Development L.L.C,اوروم لاند للتطوير العقاري ذ.م.م
Autograph Real Estate Development L.L.C,اتوغراف للتطوير العقاري ش.ذ.م.م
Ava Residences Real Estate Developments L.L.C,آفا ريزيدنسز للتطوير العقاري ذ.م.م
Avanti Holding Limited,افانتى هولدينج ليمتد
Avelon Real Estate Development L.L.C,أفيلون للتطوير العقاري ش.ذ.م.م
Avenew Real Estate Development L.L.C,أفنيو للتطويرالعقاري ذ.م.م
Avetona Global Limited,افيتونا جلوبال ليمتد
Aviaan Real Estate Development L.L.C,أفيان للتطوير العقاري ش.ذ.م.م
Avon Developers & Investments Limited,افون ديفيلوبرز اند انفستمنتس ليمتد
Awtad Real Estate Development L.L.C,أوتاد للتطوير العقاري ذ.م.م
Axiom Prime Real Estate Development L.L.C,اكسيوم برايم للتطوير العقاري ش.ذ.م.م
Axon Development (Fzc),اكسون ديفيلوبمنت (ش.م.ح)
Axon Real Estate Development,اكسون للتطوير العقاري
Ayaan Development Real Estate L.L.C,أعيان للتطوير العقاري ش ذ م م
Ayat Real Estate Development L.L.C,ايات للتطوير العقاري ش.ذ.م.م
Ayoubi Development L.L.C,ايوبي للتطوير ذ.م.م
Azha Downtown Living L.L.C,أزهى داون تاون ليفينج ذ.م.م
Azha Downtown Residences L.L.C,ازهى داون تاون ريزيدنس ش.ذ.م.م
Azha J V T Residences L.L.C,ازهى جي في تي ريزيدنس ذ.م.م
Azha Sports City Residences L.L.C,ازهى سبورتس سيتي ريسيدنس ذ.م.م
Azimuth Development L.L.C,ازيموث للتطوير ش.ذ.م.م
Azizi City Of Arabia Developments L.L.C,عزيزي ستي اوف ارابيا ديفليوبمنتس ش.ذ.م.م
Azizi Developments L.L.C,عزيزي ديفليوبمنتس ش.ذ.م.م
Azizi Investments (L.L.C),عزيزي للأستثمار (ش.ذ.م.م)
Azure Horizon Real Estate Developments L.L.C,أزور هورايزون للتطوير العقاري ذ.م.م
Azure Premier Real Estate Development L.L.C,ازور بريمير للتطوير العقاري ش.ذ.م.م
B And M Fzco,بى اند ام ش م ح
B And M Fzco,بي أند إم ش م ح
B E C Real Estate Development L.L.C,بي اي سي للتطوير العقاري ش.ذ.م.م
B L G Development L.L.C,بي ال جي للتطوير ش.ذ.م.م
B N H Real Estate Developer,بي ان اتش للتطوير العقاري
B N W Real Estate Development L.L.C,بي ان دبليو للتطوير العقاري ش.ذ.م.م
Babette Realty Development L.L.C,بابيت للتطويرالعقاري ش.ذ.م.م
Babylonia Lion Real Estate Development L.L.C,بابيلونيا ليون للتطوير العقاري ذ.م.م
Bafarawa General Trading (L.L.C),بافاراوا للتجاره العامه (ش.ذ.م.م)
Bahat Real Estate Development L.L.C,باحات للتطوير العقاري ذ.م.م
Baiti Al Aneeq Buying And Selling Of Real Estate L L C,بيتي الانيق لشراء الاراضي والعقارات وبيعها ش ذ م م
Bakht Developments L.L.C S.O.C,بخت للتطوير ذ.م.م ش.ش.و
Bali Builders Real Estate Development,بالي بلدرز للتطوير العقاري
Balqis Residence Fze,بلقيس ريزيدنس م م ح
Bam Eskan Real Estate Development L.L.C,بام اسكان للتطوير العقارى ش.ذ.م.م
Bam Real Estate Development L.L.C,بام للتطويرالعقاري ش.ذ.م.م
Bamx Eleven Real Estate Development L.L.C,بمكس ايليفن للتطوير العقاري ش.ذ.م.م
Bamx Ten Real Estate Development L.L.C,بمكس تن للتطوير العقاري ش.ذ.م.م
Bando Engineering & Construction Co Ltd - Dubai Branch,باندو انجينيرنغ اند كونستركشن كو ليمتد- فرع دبي
Bangash Builders & Developers Limited,بنكش بيلدرز اند ديفيلوبرز ليمتد
Bangash Developments Limited,بنكش ديفيلوبمنتس ليمتد
Bangash Investments Limited,بنكش انفستمنتس ليمتد
Banke Real Estate Development L.L.C,بانكي للتطوير العقاري ذ.م.م
Barajeel Real Estate Development L.L.C,براجيل للتطوير العقاري ش.ذ.م.م
Baraq Holdings Limited,براق هولدينجز ليمتد
Barari Three Real Estate Development L.L.C,براري ثري للتطوير العقاري ش.ذ.م.م
Barco Properties Development L.L.C,باركو للتطوير العقاري ش.ذ.م.م
Baron Prime Real Estate Development L.L.C,بارون برايم للتطوير العقاري ش.ذ.م.م
Bashiri Developments L.L.C,بشيري للتطوير ش.ذ.م.م
Bashta Development L.L.C,باشتا للتطوير ش.ذ.م.م
Bassam Said Freiha,بسام سعيد فريحه
Bavaria Gulf Sandoval Limited,بفاريا جلف سندوفال ليمتد
Bay Central Developments Limited,باى سنترال ديفيلوبمنتز ليمتد
Bay Central Developments Phase 2 Limited,باي سنترال ديفيلوبمنتز فيس 2 ليمتد
Bay View Investments Limited,باى فيو انفستمنتس ليمتد
Bb Plot 1 L.L.C,بي بي بلوت 1 ش.ذ.م.م
Bb Plot 2 L.L.C,بي بي بلوت 2 ش.ذ.م.م
Bc Residences L.L.C,بي سي ريزيدينسيز ش.ذ.م.م
Beach House Real Estate Development L.L.C,بيتش هاوس للتطوير العقاري ذ.م.م
Beama Real Estate Development L.L.C,بيما للتطوير العقاري ش.ذ.م.م
Bearys Global Ventures Real Estate Development L.L.C,بيريز جلوبال فينتشرز للتطوير العقاري ذ.م.م
Beaver Gulf Real Estate Development L.L.C,بيفر جلف للتطوير العقاري ش.ذ.م.م
Beaver Gulf Real Estate Development L.L.C,بيفر جلف للتطوير العقاري ش.ذ.م.م
Bedaya Real Estate Development L.L.C,بداية للتطوير العقاري ذ.م.م
Behnam Ali Keivan,بهنام علي كيوان
Bela Vida Limited,بيلا فيدا ليمتد
Beliza Resources Limited,بليزا ريسورشس ليمتد
Bella Rose Real Estate Development L.L.C,بيلا روز للتطوير العقاري ش.ذ.م.م
Bellatrix For Real Estate Development L.L.C,بيلاتريكس للتطوير العقاري ش.ذ.م.م
Belmont Developers L.L.C,بيلمونت للتطوير ش.ذ.م.م
Beney Investments Limited,بيني إنفستمنتز ليمتد
Berg Development L.L.C,بيرج للتطوير ش.ذ.م.م
Best City Real Estate Development L.L.C,بيست سيتي للتطوير العقاري ش.ذ.م.م
Beyond 1 Real Estate Development L.L.C,بيوند 1 للتطوير العقاري ذ.م.م
Beyond Dorado Real Estate Development L.L.C,بيوند دورادو للتطوير العقاري ذ.م.م
Beyond Vespera Real Estate Development L.L.C,بيوند فيسبيرا للتطوير العقاري ذ.م.م
Bin Zayed Investments (L.L.C),بن زايد للاستثمار (ش.ذ.م.م)
Binary Development Limited,بينارى ديفيولوبمنت ليمتد
Binghatti Developers Fze,بن غاطي للتطوير العقاري م م ح
Bithaus Real Estate Development L.L.C,بيتهاوس للتطوير العقاري ش.ذ.م.م
Bj I Properties L.L.C,بي جيه اي للعقارات ش.ذ.م.م
Black Soil Real Estate Development L.L.C,بلاك سويل للتطوير العقاري ش.ذ.م.م
Blackwood Development L.L.C,بلاك وود للتطوير ش.ذ.م.م
Blanco Ajoy Real Estate Development L.L.C,بلانكو اجوي للتطوير العقاري ش.ذ.م.م
Bling Development Dwc Llc,بلينغ للتطوير دي دبليو سي ش.ذ.م.م
Bloom Heights Properties L.L.C,بلووم هايتس العقارية ش.ذ.م.م
Blue Coast Real Estate Development,الساحل الازرق للتطوير العقاري
Blue Haven Real Estate Development L.L.C,بلو هيفن للتطوير العقاري ش.ذ.م.م
Blue Isles Real Estate Development L.L.C S.O.C,بلو ايلس للتطوير العقاري ذ.م.م ش.ش.و
Blue Sky And Nawaab Holdings Limited,بلو سكاى اند ناواب هولدينجز ليمتد
Blue Square Real Estate Development L.L.C,بلو سكوير للتطوير العقاري ش.ذ.م.م
Blue Star Real Estate Development L.L.C,بلو ستار للتطوير العقاري ش.ذ.م.م
Blue Waters Residential L.L.C,بلو واترز رزيدنشيل ش.ذ.م.م
Bluechip Real Estate Development L.L.C,بلوشيب للتطوير العقاري ش.ذ.م.م
Bnw Echjay Real Estate Development L.L.C,بي ان دبليو إيشجاي للتطوير العقاري ش.ذ.م.م
Boission Limited,بوشن ليمتد
Boission Star Real Estate Development,بوشن ستار للتطوير العقاري
Bold Living Real Estate Development L.L.C,بولد لينفيج للتطوير العقاري ذ.م.م
Bolton Real Estate Development L.L.C - Fz,بولتون للتطوير العقاري ش.ذ.م.م - منطقة حرة
Bonnington Hospitality Jlt,بونيغتون هوسبيتاليتى جى ال تى
Bonyan Emirates Properties,بنيان الامارات العقارية
Bonyan International Investment Group (Holding) (L.L.C),مجموعة بنيان الدولية للاستثمار (القابضة) (ذ م م)
Bonyan International Investment Group Holding P.S.C.,مجموعة بنيان الدولية للاستثمار القابضة مساهمة خاصة
Boosting One Real Estate L.L.C,بوستنغ ون للعقارات ش.ذ.م.م
Bosphorus Investments Limited,البوسفور انفستمنتس ليمتد
Bottega 33 Arete Development L.L.C,بوتيغا 33 أريتي للتطوير ذ.م.م
Bottega Nove By Lalav Real Estate Development L.L.C,بوتيغا نوفي باي لالاف للتطوير العقاري ذ.م.م
Boujee Real Estate Development L.L.C,بوجي للتطوير العقاري ذ.م.م
Brajeel Real Estate Development L.L.C,براجيل للتطوير العقاري ش.ذ.م.م
Bravima Real Estate Development L.L.C,برافيما للتطوير العقاري ذ.م.م
Brentley Realty L.L.C,برينتلي ريالتي ذ.م.م
Brickwork Development L.L.C,بريك وورك للتطوير العقاري ش.ذ.م.م
Brighton Holdings Limited,برايتن هولدينجز ليمتد
Brillana Real Estate Development L.L.C,بريلانا لتطوير العقاري ذ.م.م
Brix Global Real Estate Development-Fz,بريكس جلوبال للتطوير العقاري-منطقه حره
Brookes Corporation,بروكز كوربوريشن
Bt Properties Dwc Llc,بي تي للعقارات دي دبليو سي - ش.ذ.م.م
Bucephalus Holding Limited,بوسيبالوس هولدينج ليميتد
Bukadra Development L.L.C,بوكدرة للتطوير ش.ذ.م.م
Bukadra Properties L.L.C,بوكدرة للعقارات ش.ذ.م.م
Bukhatir Properties International (L.L.C),بوخاطر العقارية الدولية (ش.ذ.م.م)
Burj Al Dua'A Limited,برج الدعاء ليمتد
Burj Alalam Holdings Limited,برج العالم هولدينجز ليمتد
Burj Azizi Development L.L.C,برج عزيزي للتطوير ش.ذ.م.م
Burlington Properties L.L.C,برلنغتون للعقارات ش.ذ.م.م
Burney Real Estate L.L.C,برني للعقارات ش.ذ.م.م
Business Bay (L.L.C),الخليج التجاري (ش.ذ.م.م)
Business Tower Investment L.L.C,بزنس تاور للاستثمار ش.ذ.م.م
Bux Holdings Limited,بكس هولدينجز ليمتد
Byblos Real Estate Broker L.L.C,بيبلوس للوساطة العقارية ش.ذ.م.م
C Fourteen Fze,سي فورتين م م ح
C G Gulf Real Estate Development L.L.C,سي جي جولف للتطوير العقاري ش.ذ.م.م
C P L Real Estate Development L.L.C,سي بي إل للتطوير العقاري ش.ذ.م.م
C Y R A Real Estate Development L.L.C,سي واي ار ايه للتطوير العقاري ذ.م.م
C7d1 Limited,سى 7 دى 1 ليمتد
Calgary Avenue South Real Estate Development L.L.C,كالجاري افنيو ساوث للتطوير العقاري ذ.م.م
Calgary Properties L.L.C,كالجاري بروبرتيز ش.ذ.م.م
California Spanish Villas Limited,كاليفورنيا اسبانش فيللز ليمتد
Canada Towers Real Estate Development L.L.C,كندا تاورز للتطوير العقاري ش.ذ.م.م
Canal Gate Real Estate Development L.L.C,كانال جيت للتطوير العقاري ش.ذ.م.م
Canal Signature Real Estate Development L.L.C,كانال سيجنتشر للتطوير العقاري ذ.م.م
Capital International Real Estate Developer L.L.C,كابيتل انترناشيونال للتطوير العقاري ش.ذ.م.م
Capital Trust Gulf Limited,كابتيل ترست جلف ليمتد
Casa Adur Real Estate L.L.C,كاسا أدور للعقارات ش.ذ.م.م
Casa Magnum Real Estate Development L.L.C,كازا ماغنوم للتطوير العقاري ذ.م.م
Casa Moderna Real Estate Development L.L.C,كازا مودرنا للتطوير العقاري ذ.م.م
Casa Preston Real Estate L.L.C,كاسا بريستون للعقارات ش.ذ.م.م
Casa Vista & Golden Woods Developers L.L.C,كاسا فيستا & جولدن وودز للتطوير ذ.م.م
Casa Vista Development L.L.C,كاسا فيستا للتطوير ش.ذ.م.م
Casagrand Gallantee Real Estate L.L.C,كاساجراند جلانتي للعقارات ش.ذ.م.م
Cay Residences Real Estate Development L.L.C,كاي رزدنسيس للتطوير العقاري ش.ذ.م.م
Cayan International Real Estate Development L.L.C,كيان انترناشيونال للتطوير العقاري ش.ذ.م.م
Cayan Real Estate Investment & Development L.L.C,كيان للاستثمار والتطوير العقارى ش.ذ.م.م
Cds Real Estate Development L.L.C,سي دي اس للتطوير العقاري ش.ذ.م.م
Cenita Global Limited,سينيتا قلوبل ليمتد
Central Dubai Projects L.L.C,مشاريع وسط دبي ش.ذ.م.م
Central One Dubai Properties L.L.C,سنترال ون دبي للعقارات ش.ذ.م.م
Central One Real Estate Broker L.L.C,سنترال ون للوساطة العقارية ش.ذ.م.م
Central Park Realestate Development L.L.C,سنترال بارك للتطويرالعقاري ش.ذ.م.م
